Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
h7sb_holzkiste1,blocks,block,,,"Noble Wooden Chest",,"Edle Holztruhe","Peito De Madeira Nobre","Noble Wooden Chest","Nobile petto di legno","ノーブル・ウッデン・チェスト","노블우드의 가슴","szlachetna drewniana skrzynia","Peito De Madeira Nobre","Благородный деревянный сундук","Asil Tahta Göğüs","高贵的木柜","「貴族伍登胸圍」","Pecho Noble de Madera"
h7sb_eisenkisteOffen,blocks,block,,,"Iron Chest",,"Eisentruhe","Peito De Ferro","Iron Chest","Petto di ferro","鉄のチェスト","철의 흉부","Żelazo klatki piersiowej","Peito De Ferro","Железный сундук","Demir Göğüs","铁胸","鐵胸","Pecho de hierro"
h7sb_eisenkiste,blocks,block,,,"Iron Chest",,"Eisentruhe","Peito De Ferro","Iron Chest","Petto di ferro","鉄のチェスト","철의 흉부","Żelazo klatki piersiowej","Peito De Ferro","Железный сундук","Demir Göğüs","铁胸","鐵胸","Pecho de hierro"
h7sb_eisenkisteOffen1,blocks,block,,,"Reinforced Iron Chest",,"Verstärkte Eisentruhe","Peito De Ferro Reforçado","Reinforced Iron Chest","Petto di ferro rinforzato","「強制アイアン・チェスト」","문헌 ['Reinforced Iron Chest","Wzmocniona skrzynia żelaza","Peito De Ferro Reforçado","Железный сундук","Güçlendirilmiş Demir Göğüs","加固的铁箱","強化鐵胸","Pecho de hierro reforzado"
h7sb_eisenkiste1,blocks,block,,,"Reinforced Iron Chest",,"Verstärkte Eisentruhe","Peito De Ferro Reforçado","Reinforced Iron Chest","Petto di ferro rinforzato","「強制アイアン・チェスト」","문헌 ['Reinforced Iron Chest","Wzmocniona skrzynia żelaza","Peito De Ferro Reforçado","Железный сундук","Güçlendirilmiş Demir Göğüs","加固的铁箱","強化鐵胸","Pecho de hierro reforzado"
h7sb_stahlkisteOffen,blocks,block,,,"Steel Chest",,"Stahltruhe","Peito De Aço","Steel Chest","Petto in acciaio","スチール・チェスト","스틸 흉부","Stali klatki piersiowej","Peito De Aço","Стальная Грудь","Çelik Göğüs","钢胸","鋼胸","Pecho de acero"
h7sb_stahlkiste,blocks,block,,,"Steel Chest",,"Stahltruhe","Peito De Aço","Steel Chest","Petto in acciaio","スチール・チェスト","스틸 흉부","Stali klatki piersiowej","Peito De Aço","Стальная Грудь","Çelik Göğüs","钢胸","鋼胸","Pecho de acero"
h7sb_werkzeugkisteOffen,blocks,block,,,"Tool Box",,"Werkzeugkiste","Caixa de Ferramenta","Boîte à outils","Casella strumento","ツールボックス","도구 상자","Skrzynka narzędziowa","Caixa de Ferramenta","Инструмент","Araç Kutusu","工具框","工具盒","Caja de herramientas"
h7sb_werkzeugkiste,blocks,block,,,"Tool Box",,"Werkzeugkiste","Caixa de Ferramenta","Boîte à outils","Casella strumento","ツールボックス","도구 상자","Skrzynka narzędziowa","Caixa de Ferramenta","Инструмент","Araç Kutusu","工具框","工具盒","Caja de herramientas"
h7sb_werkzeugkisteOffen1,blocks,block,,,"Tool Cabinet",,"Werkzeugschrank","Gabinete de Ferramentas","Cabinet d'outils","Armadio attrezzi","「ツール・キャビネット」","도구 조각","Szafka narzędziowa","Gabinete de Ferramentas","Кабинет министров","Araç Kabini","工具柜","「工具櫃」","Gabinete de herramientas"
h7sb_werkzeugkiste1,blocks,block,,,"Tool Cabinet",,"Werkzeugschrank","Gabinete de Ferramentas","Cabinet d'outils","Armadio attrezzi","「ツール・キャビネット」","도구 조각","Szafka narzędziowa","Gabinete de Ferramentas","Кабинет министров","Araç Kabini","工具柜","「工具櫃」","Gabinete de herramientas"
h7sb_kasseOffen,blocks,block,,,"Cash Register",,"Kasse","Caixa Registrador","Registre de caisse","Registro dei contanti","キャッシュ・レジスター","금전 등록기","Rejestr środków pieniężnych","Caixa Registrador","Кассовый регистр","Cash Register","现金登记册","現金登記","Registro de caja"
h7sb_kasse,blocks,block,,,"Cash Register",,"Kasse","Caixa Registrador","Registre de caisse","Registro dei contanti","キャッシュ・レジスター","금전 등록기","Rejestr środków pieniężnych","Caixa Registrador","Кассовый регистр","Cash Register","现金登记册","現金登記","Registro de caja"
h7sb_wandtresorOffen,blocks,block,,,"Wall Safe",,"Wandtresor","Muro Seguro","Wall Safe","Wall Safe","「壁の安全」","월스트리트 세이프","Ściana bezpiecznie","Muro Seguro","Стена безопасности","Wall Safe","华尔街安全","「長城安全」","Wall Safe"
h7sb_wandtresor,blocks,block,,,"Wall Safe",,"Wandtresor","Muro Seguro","Wall Safe","Wall Safe","「壁の安全」","월스트리트 세이프","Ściana bezpiecznie","Muro Seguro","Стена безопасности","Wall Safe","华尔街安全","「長城安全」","Wall Safe"
h7sb_tresorOffen,blocks,block,,,"Safe",,"Tresor","Seguro","Sécurité","Safe","セーフ","안전하다","Bezpieczny","Seguro","Безопасный","Güvenli","安全","安全","Seguro"
h7sb_tresor,blocks,block,,,"Safe",,"Tresor","Seguro","Sécurité","Safe","セーフ","안전하다","Bezpieczny","Seguro","Безопасный","Güvenli","安全","安全","Seguro"
h7sb_eisenschreibtischOffen,blocks,block,,,"Desk",,"Schreibtisch","Escrivaninha","Bureau","Scrivania","デスク","데스크","Desk","Escrivaninha","Письменный стол","Masa","Desk","Desk","Desk"
h7sb_eisenschreibtisch,blocks,block,,,"Iron Desk",,"Schreibtisch","Mesa De Ferro","Bureau du fer","Iron Desk","アイアンデスク","아이언 데스크","Iron Desk","Mesa De Ferro","Железный стол","Demir Masa","铁桌","鐵桌","Mesa de Hierro"
h7sb_briefkastenOffen,blocks,block,,,"Mailbox",,"Briefkasten","Caixa Postal","Boîte aux lettres","Mailbox","「メールボックス」","사서함","Skrzynka pocztowa","Caixa Postal","Почтовый ящик","Posta Kutusu","邮箱","信箱","Buzón"
h7sb_briefkasten,blocks,block,,,"Mailbox",,"Briefkasten","Caixa Postal","Boîte aux lettres","Mailbox","「メールボックス」","사서함","Skrzynka pocztowa","Caixa Postal","Почтовый ящик","Posta Kutusu","邮箱","信箱","Buzón"
h7sb_briefkastenOffen1,blocks,block,,,"Mailbox",,"Briefkasten","Caixa Postal","Boîte aux lettres","Mailbox","「メールボックス」","사서함","Skrzynka pocztowa","Caixa Postal","Почтовый ящик","Posta Kutusu","邮箱","信箱","Buzón"
h7sb_briefkasten1,blocks,block,,,"Mailbox",,"Briefkasten","Caixa Postal","Boîte aux lettres","Mailbox","「メールボックス」","사서함","Skrzynka pocztowa","Caixa Postal","Почтовый ящик","Posta Kutusu","邮箱","信箱","Buzón"
h7sb_briefkastenOffen2,blocks,block,,,"Mailbox",,"Briefkasten","Caixa Postal","Boîte aux lettres","Mailbox","「メールボックス」","사서함","Skrzynka pocztowa","Caixa Postal","Почтовый ящик","Posta Kutusu","邮箱","信箱","Buzón"
h7sb_briefkasten2,blocks,block,,,"Mailbox",,"Briefkasten","Caixa Postal","Boîte aux lettres","Mailbox","「メールボックス」","사서함","Skrzynka pocztowa","Caixa Postal","Почтовый ящик","Posta Kutusu","邮箱","信箱","Buzón"
h7sb_briefkastenOffen3,blocks,block,,,"Mailbox",,"Briefkasten","Caixa Postal","Boîte aux lettres","Mailbox","「メールボックス」","사서함","Skrzynka pocztowa","Caixa Postal","Почтовый ящик","Posta Kutusu","邮箱","信箱","Buzón"
h7sb_briefkasten3,blocks,block,,,"Mailbox",,"Briefkasten","Caixa Postal","Boîte aux lettres","Mailbox","「メールボックス」","사서함","Skrzynka pocztowa","Caixa Postal","Почтовый ящик","Posta Kutusu","邮箱","信箱","Buzón"
h7sb_briefkastenHelfer,blocks,block,,,"Mailboxes",,"Briefkästen","Caixas Postais","Boîtes aux lettres","Caselle di posta","「メールボックス」","메일박스","Skrzynki pocztowe","Caixas Postais","Почтовые ящики","Posta Kutuları","邮箱","信箱","Buzones"
h7sb_wasserspender,blocks,block,,,"Water Dispenser",,"Wasserspender","Dispenser de Água","Distributeur d'eau","Water Dispenser","水のディスペンサー","물 분산제","Dozownik wody","Dispenser de Água","Водяной распылитель","Su Dağıtıcısı","饮水机","水分派器","Dispensador de agua"
h7sb_kühlfach,blocks,block,,,"Cooling Compartment",,"Kühlfach","Compartimento De Resfriamento","Compartiment de refroidissement","Comparto di raffreddamento","冷却区画","냉각 컴파트먼트","Schowek chłodzący","Compartimento De Resfriamento","Охлаждающий отсек","Soğutma Bölmesi","冷却室","冷卻隔間","compartimento de refrigeración"
h7sb_kühlbox,blocks,block,,,"Cooling Box",,"Kühlbox","Caixa De Resfriamento","Boîte de refroidissement","Scatola di raffreddamento","冷却ボックス","냉각 박스","Pudełko chłodzące","Caixa De Resfriamento","Коробка охлаждения","Soğutma Kutusu","冷却箱","冷卻箱","Caja de refrigeración"
