Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
cntPlayerBarrelRadiatedSingle00,blocks,Container,,,"Yellow Barrel",,"Gelbes Barrel","Barril Amarelo","Barrel jaune","Canna gialla","黄色のバレル","노란바렐","Żółty baryłkę","Barril Amarelo","желтая бочка","Sarı Varil","黄桶","黃巴蕾","Barril amarillo"
cntPlayerGunRackSmallMagazines,blocks,Container,,,"Ammo Rack",,"Ammo Rack","Rack Ammo","Ammo Rack","Rack di munizioni","Ammo ラック","Ammo랙","Rack Ammo","Rack Ammo","Аммо Стойка","Cephane Rafı","Ammo 机架","彈藥框架","Ammo Rack"
cntPlayerGunRackSmallArmor,blocks,Container,,,"Armor Rack",,"Armor Rack","Rack Armor","Armoire 'Armor Rack","Armor Rack","「アーマー・ラック」","mor랙","Rack Armor","Rack Armor","Бронежилет","Zırh Rafı","盔甲","Armor Rack","Armor Rack"
cntPlayerGunRackLargeGuns01,blocks,Container,,,"Gun Rack",,"Gun Rack","Rack Rack","Armoire à canon","Rack di pistola","砲ラック","건 랙","Rack Gun","Rack Rack","Оружейная стойка","Silah Rafı","炮架","槍架","Gun Rack"
cntPlayerGunRackLargeGuns02,blocks,Container,,,"Gun Rack",,"Gun Rack","Rack Rack","Armoire à canon","Rack di pistola","砲ラック","건 랙","Rack Gun","Rack Rack","Оружейная стойка","Silah Rafı","炮架","槍架","Gun Rack"
cntPlayerWeaponsBagSmall,blocks,Container,,,"Small Weapons Bag",,"Kleine Waffen Bag","Pequeno Saco De Armas","Bag de petites armes","Small Weapons Bag","小型武器バグ","작은 무기 Bag","Mały worek broni","Pequeno Saco De Armas","Маленький оружейный мешок","Küçük Silahlar çantası","小武器包","小武器袋","Bag de armas pequeñas"
cntPlayerWeaponsBagLarge,blocks,Container,,,"Large Weapons Bag",,"Große Waffen Bag","Grande Saco De Armas","Bac à gros armes","Large Weapons Bag","「ラージ・ウェポン・バッグ」","큰 무기 Bag","Duża torba broni","Grande Saco De Armas","Большой оружейный мешок","Büyük Silahlar çantası","大武器包","大武器袋","Gran Bolsa de Armas"
cntPlayerHardenedChestSecure,blocks,Container,,,"Hardened Chest",,"Gehärtete Brust","Peito Endurecido","Hardened Chest","Petto indurito","ハード・チェスト","경화된 흉부","Uhartowana klatka piersiowa","Peito Endurecido","Закаленная грудь","Sertleştirilmiş Göğüs","硬化胸部","挺胸胸圍","pecho endurecido"
cntPlayerClothesRackRoundPants,blocks,Container,,,"Clothing Rack",,"Kleiderständer","Rack De Roupas","Vêtements Rack","Rack di abbigliamento","クロージング・ラック","의류 랙","Wieszak na ubrania","Rack De Roupas","Одежда в стойке","Giysi Rafı","衣物架","「衣架」","Rack de ropa"
cntPlayerClothesRackRectanglePants,blocks,Container,,,"Clothing Rack",,"Kleiderständer","Rack De Roupas","Vêtements Rack","Rack di abbigliamento","クロージング・ラック","의류 랙","Wieszak na ubrania","Rack De Roupas","Одежда в стойке","Giysi Rafı","衣物架","「衣架」","Rack de ropa"
cntPlayerClothesShelfStackShirts02,blocks,Container,,,"Clothing Shelf",,"Kleiderregal","Shelf de roupas","Plateau de vêtements","Abbigliamento di abbigliamento","クローズ・シェルフ","Clothing Shelf","Półka ubrań","Shelf de roupas","Одежда на одежде","Giyim Rafı","衣物架","服裝架","Estante de ropa"
cntPlayerLuggageMediumClosed,blocks,Container,,,"Luggage",,"Gepäck","Bagagem","Bagages","Bagaglio","「手荷物」","Luggage","Bagaż","Bagagem","Камера","Bagaj","行李","盧格奇","Equipaje"
cntPlayerLuggagePileBClosed,blocks,Container,,,"Luggage Pile",,"Gepäckstapel","Pilha De Bagagem","Pile de bagages","Bagarre Pile","「手荷物パイル」","Luggage Pile","Bagaż stos","Pilha De Bagagem","Куча багажа","Bagaj Yığını","行李堆","Lugage Pile","Pila de equipaje"
cntPlayerClothesShelfStackShirts02,blocks,Container,,,"Clothing Shelf",,"Kleiderregal","Shelf de roupas","Plateau de vêtements","Abbigliamento di abbigliamento","クローズ・シェルフ","Clothing Shelf","Półka ubrań","Shelf de roupas","Одежда на одежде","Giyim Rafı","衣物架","服裝架","Estante de ropa"
cntPlayerLaundryBasketVer2Full,blocks,Container,,,"Laundry Basket",,"Wäschekorb","Cesta De Roupa","Panier de buanderie","Basket Basket","「ランドリー・バスケット」","세탁 바스켓","Do koszyka Pranie","Cesta De Roupa","Корзина для белья","Çamaşır Sepeti","洗衣篮","洗衣籃","Canasta de lavandería"
cntPlayerFileCabinetShortClosed,blocks,Container,,,"File Cabinet",,"Aktenschrank","Gabinete De Arquivo","Cabinet de fichiers","Cabinet file","ファイルキャビネット","파일 캐비넷","Szafka plików","Gabinete De Arquivo","Кабинет министров","Dosya Kabini","文件文件柜","檔案內閣","Archivo de gabinete"
cntPlayerFileCabinetTallClosed,blocks,Container,,,"File Cabinet",,"Aktenschrank","Gabinete De Arquivo","Cabinet de fichiers","Cabinet file","ファイルキャビネット","파일 캐비넷","Szafka plików","Gabinete De Arquivo","Кабинет министров","Dosya Kabini","文件文件柜","檔案內閣","Archivo de gabinete"
cntPlayerBookPile01,blocks,Container,,,"Stack of Books",,"Stapel von Büchern","Pilha de Livros","Pile de livres","Stack di libri","ブックのスタック","책 스택","Stos książek","Pilha de Livros","Стек книг","Stack of Books","书籍堆栈","一疊書堆","Pila de libros"
cntPlayerBookPile04,blocks,Container,,,"Pile of Books",,"Haufen von Büchern","Pilha de Livros","Pile of Books","Pila di Libri","本のパイル","책의 타일","Stos książek","Pilha de Livros","Куча книг","Kitap Yığını","书堆","書卷","Montón de libros"
cntPlayerCardboardBox,blocks,Container,,,"Cardboard Box",,"Pappkarton","Caixa De Papelão","Boîte de carton","Box di cartone","カードボード・ボックス","카드보드 박스","Pudełko Kartonowe","Caixa De Papelão","Картонная коробка","Karton Kutu","纸箱","紙板盒","Caja de cartón"
cntPlayerBackpack03,blocks,Container,,,"Backpack",,"Rucksack","Backpack","Sac à dos","Backpack","バックパック","백팩","Backpack","Backpack","рюкзак","Sırt çantası","背包","背包","Mochila"
cntPlayerDuffle01,blocks,Container,,,"Duffle Bag",,"Duffle Bag","Bolsa Duffle","Duffle Bag","Sacco di Duffle","ダッフル・バッグ","듀플 백' (Duffle Bag)","Torba Duffle","Bolsa Duffle","Duffle Bag","Duffle Poşet","袋袋","Duffle Bag","Bolsa de Duffle"
cntPlayerTrashPile09,blocks,Container,,,"Small Cardboard Box",,"Kleine Karton-Box","Pequena Caixa De Papelão","Petite boîte à carton","Small Cardboard Box","スモール・カード・ボックス","소형 카드보드 박스","Małe Pudełko Kartonowe","Pequena Caixa De Papelão","Маленькая картонная коробка","Küçük Karton Kutu","小纸箱","「小卡牌盒」","Caja de cartón pequeña"
cntPlayerBarrelWoodVert,blocks,Container,,,"Upright Wooden Barrel",,"Aufrechtes Holzfass","Cano de madeira Upright","Upright Wooden Barrel","Upright Wooden Barrel","ウップリン・ウッデン・バレル","Upright Wooden Barrel","Upright Drewniany Beczka","Cano de madeira Upright","Деревянная бочка","Dik Tahta Fıçı","直立木桶","伍登 - 巴雷爾","Barril de madera vertical"
cntPlayerBarrelWoodHor,blocks,Container,,,"Wooden Barrel",,"Holzfass","Barril De Madeira","Wooden Barrel","Barili di legno","「ウッデン・バーレル」","우덴 바렐","Drewniane beczki","Barril De Madeira","Деревянная бочка","Tahta Fıçı","木桶","木桶木桶","Barril de madera"
cntPlayerBarrelWoodSet,blocks,Container,,,"Wooden Barrels",,"Holzfässer","Barris De Madeira","Barils en bois","Barili di legno","「ウッデン・バレルズ」","우덴 바레스","Drewniane beczki","Barris De Madeira","Деревянные бочки","Tahta Fıçılar","木桶","「木桶」","Barriles de madera"
cntPlayerCooler,blocks,Container,,,"Chest Cooler",,"Chest Cooler","Cooler De Peito","Chest Cooler","Cooler del torace","チェストコーラー","가슴 쿨러","Chłodnica klatki piersiowej","Cooler De Peito","Сундук круче","Göğüs Soğutucu","胸前冷却器","胸圍 Cooler","Cooler de tórax"
cntPlayerBookcaseFull,blocks,Container,,,"Bookcase",,"Bookcase","Bookcase","Sigle","Bookcase","ブックケース","Bookcase","Bookcase","Bookcase","Букбус","Bookcase","书箱","Bookcase","Bookcase"
cntPlayerGarmentBag,blocks,Container,,,"Garment Bag",,"Kleidertasche","Bolsa De Vestuário","Garment Bag","Bag di Garment","「 Garment Bag」","Garment Bag","Torba Garment","Bolsa De Vestuário","Мешок для одежды","Giysi Torbası","衣袋","Garment Bag","Bolsa de ropa"
cntPlayerClosetRod,blocks,Container,,,"Closet Rod",,"Closet Rod","Rod do armário","Clôture de la fermeture","Armadio","クロセット・ロッド","클로세트 로드","Rod szafie","Rod do armário","Гардероб","Dolap Rod","壁橱杆","Closet Rod","Closet Rod"
cntPlayerToolBoxClosed,blocks,Container,,,"Tool Box",,"Werkzeugkasten","Caixa de Ferramenta","Boîte à outils","Casella strumento","ツールボックス","도구 상자","Skrzynka narzędziowa","Caixa de Ferramenta","Инструмент","Araç Kutusu","工具框","工具盒","Caja de herramientas"
cntPlayerRollingToolBoxClosed,blocks,Container,,,"Tool Chest",,"Werkzeugkasten","Peito de Ferramentas","Outil Chest","Strumento Petto","ツール・チェスト","사랑의열매","Skrzynia narzędzia","Peito de Ferramentas","Коробка с инструментами","Göğüs göğü","工具箱","「工具胸圍」","Caja de herramientas"
